,ts,resp_pkts,id.resp_h,resp_l2_addr,orig_l2_addr,source,orig_bytes,duration,uid,LINE_ID,local_resp,cat,conn_state,host,local_orig,service,offset,id.orig_h,resp_bytes,orig_ip_bytes,missed_bytes,id.resp_p,resp_ip_bytes,orig_pkts,history,GROUP_ID,batchtime,@timestamp,id.orig_p,proto
0,1580000000000.0,0,255.255.255.255,ff,2c,/opt/bro/spool/bro/conn.log,756.0,0.00085,CU4J7R1P5y36Y7BxAd,1001,False,conn,S0,wxs22cae,True,udp_5246,228938235,10.192.24.164,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61232.0,udp
1,1580000000000.0,0,ff02,33,70,/opt/bro/spool/bro/conn.log,436.0,1.2e-05,Clx9kQ1sIR07W6W9re,1001,False,conn,S0,wxs22cae,False,udp_5246,228938694,fe80,0.0,532,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5264.0,udp
2,1580000000000.0,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100.0,1.2e-05,COalC812AiW73FHkV9,1001,False,conn,S0,wxs22cae,False,udp_547,228939151,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
3,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000525,CsChNr4mTRcR9IP5Db,1001,False,conn,S0,wxs22cae,True,udp_5246,228939604,10.192.24.172,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,64570.0,udp
4,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000529,ClbASW3eMko1oMgGT8,1001,False,conn,S0,wxs22cae,True,udp_5246,228940057,10.192.24.170,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,63137.0,udp
5,1580000000000.0,0,ff02,33,7c,/opt/bro/spool/bro/conn.log,16.0,1.7e-05,CCmhWA3Gt3igBK7dEg,1001,False,conn,OTH,wxs22cae,False,icmp_134,228940499,fe80,0.0,112,0,134,0,2,,sie866f9,2020-03-01T01,2020-03-01T01,133.0,icmp
6,1580000000000.0,0,ff02,33,2c,/opt/bro/spool/bro/conn.log,100.0,1.3000000000000001e-05,C7fJVT2InmQGRy73Wb,1001,False,conn,S0,wxs22cae,False,udp_547,228940955,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
7,1580000000000.0,0,255.255.255.255,ff,78,/opt/bro/spool/bro/conn.log,436.0,8e-06,CQnZjs4I6mwdpOXFzk,1001,False,conn,S0,wxs22cae,True,udp_5246,228941407,10.192.24.140,0.0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256.0,udp
8,1580000000000.0,0,ff02,33,f4,/opt/bro/spool/bro/conn.log,100.0,1.1e-05,C9qj2412TpkqGpy7rg,1001,False,conn,S0,wxs22cae,False,udp_547,228941864,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
9,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000863,CbECNg1QDuWqqVr89b,1001,False,conn,S0,wxs22cae,True,udp_5246,228942317,10.192.24.162,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,64345.0,udp
10,1580000000000.0,0,ff02,33,78,/opt/bro/spool/bro/conn.log,436.0,2.1e-05,CRjTki3rSlXGYXsaC6,1001,False,conn,S0,wxs22cae,False,udp_5246,228942775,fe80,0.0,532,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256.0,udp
11,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000545,CQPxxm49uCwEHP1JYe,1001,False,conn,S0,wxs22cae,True,udp_5246,228943228,10.192.24.173,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,50030.0,udp
12,1580000000000.0,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100.0,1.2e-05,CrN83v4AaIL0cSTfYc,1001,False,conn,S0,wxs22cae,False,udp_547,228943684,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
13,1580000000000.0,0,ff02,33,ec,/opt/bro/spool/bro/conn.log,100.0,1.2e-05,CZoEMw2bzpGEC21GQ4,1001,False,conn,S0,wxs22cae,False,udp_547,228944141,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
14,1580000000000.0,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100.0,1.4999999999999999e-05,CTTveH2HL7FHf3VTh4,1001,False,conn,S0,wxs22cae,False,udp_547,228944596,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
15,1580000000000.0,1,129.103.84.215,0,c0,/opt/bro/spool/bro/conn.log,40.0,0.072883,CPKaoG3H8PSX0sXkil,1001,False,conn,SF,wxs22cae,True,dns,228945064,10.192.25.59,104.0,68,0,53,132,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,58546.0,udp
16,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,36.0,1.2486030000000001,CKBF5n2brFFNDe3ir6,1001,False,conn,SF,wxs22cae,True,dns,228945531,10.192.25.176,52.0,64,0,53,80,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,51824.0,udp
17,1580000000000.0,0,46.19.96.19,0,7c,/opt/bro/spool/bro/conn.log,0.0,0.0,CFqn9P1OKWW6croLs4,1001,False,conn,S0,wxs22cae,True,udp_123,228945926,10.192.25.100,0.0,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,40686.0,udp
18,1580000000000.0,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100.0,1.2e-05,CAvsz210NemDyfc5B5,1001,False,conn,S0,wxs22cae,False,udp_547,228946383,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
19,1580000000000.0,0,255.255.255.255,ff,0,/opt/bro/spool/bro/conn.log,756.0,0.000525,CgpnCxwreA35p7gIi,1001,False,conn,S0,wxs22cae,True,udp_5246,228946835,10.192.24.169,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,64622.0,udp
20,1580000000000.0,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100.0,1.2e-05,CPXTLu4zgwhdbeURK8,1001,False,conn,S0,wxs22cae,False,udp_547,228947289,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
21,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000532,CPe6jXvS5Rw1tTtcl,1001,False,conn,S0,wxs22cae,True,udp_5246,228947741,10.192.24.171,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,49646.0,udp
22,1580000000000.0,0,255.255.255.255,ff,70,/opt/bro/spool/bro/conn.log,756.0,0.000567,CMJFwbqYKnZjIjtxh,1001,False,conn,S0,wxs22cae,True,udp_5246,228948193,10.192.24.182,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,58814.0,udp
23,1580000000000.0,0,255.255.255.255,ff,ec,/opt/bro/spool/bro/conn.log,756.0,0.000519,C27tSB4lgDzb3iM0Da,1001,False,conn,S0,wxs22cae,True,udp_5246,228948646,10.192.24.137,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,60520.0,udp
24,1580000000000.0,0,ff02,33,78,/opt/bro/spool/bro/conn.log,436.0,2.1e-05,CWgLwg4TNe5AMM8ao6,1001,False,conn,S0,wxs22cae,False,udp_5246,228949104,fe80,0.0,532,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256.0,udp
25,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,35.0,0.081674,C4A8hB2fbJ0rPIm9vc,1001,False,conn,SF,wxs22cae,True,dns,228949573,10.192.25.192,122.0,63,0,53,150,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,55653.0,udp
26,1580000000000.0,0,ff02,33,ec,/opt/bro/spool/bro/conn.log,100.0,1.1e-05,ClJHvu3KGb8zi9GHD7,1001,False,conn,S0,wxs22cae,False,udp_547,228950030,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
27,1580000000000.0,0,46.19.96.19,0,7c,/opt/bro/spool/bro/conn.log,0.0,0.0,CU5ImE2Nn82M9lWEqa,1001,False,conn,S0,wxs22cae,True,udp_123,228950424,10.192.25.182,0.0,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,33326.0,udp
28,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,35.0,0.001996,CQ3SzN1FyVoxEmdN73,1001,False,conn,SF,wxs22cae,True,dns,228950892,10.192.25.176,99.0,63,0,53,127,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,18140.0,udp
29,1580000000000.0,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100.0,1.3000000000000001e-05,CkwrE91ZgHKUtwZcIc,1001,False,conn,S0,wxs22cae,False,udp_547,228951346,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
30,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000541,CLTEJF4du2vMyI27Dk,1001,False,conn,S0,wxs22cae,True,udp_5246,228951799,10.192.24.172,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,64570.0,udp
31,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,47.0,0.0018809999999999999,CMgF282ELNaGSfOG6i,1001,False,conn,SF,wxs22cae,True,dns,228952266,10.192.25.176,63.0,75,0,53,91,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,57753.0,udp
32,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,35.0,0.23324,C94dWv32Ol21O6y2vg,1001,False,conn,SF,wxs22cae,True,dns,228952733,10.192.25.183,99.0,63,0,53,127,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,23939.0,udp
33,1580000000000.0,0,10.192.24.127,ff,0,/opt/bro/spool/bro/conn.log,3300.0,77.652986,CqRLsZ2sjEWp3d96hb,1001,True,conn,S0,wxs22cae,True,dns,228953199,10.192.24.16,0.0,5148,0,137,0,66,D,sie866f9,2020-03-01T01,2020-03-01T01,137.0,udp
34,1580000000000.0,0,255.255.255.255,ff,ec,/opt/bro/spool/bro/conn.log,756.0,0.000545,CGqgj444fOBSRrzGkh,1001,False,conn,S0,wxs22cae,True,udp_5246,228953652,10.192.24.138,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,55380.0,udp
35,1580000000000.0,0,255.255.255.255,ff,4,/opt/bro/spool/bro/conn.log,756.0,0.000556,CHq91z3LaF3DZe7lj,1001,False,conn,S0,wxs22cae,True,udp_5246,228954104,10.192.24.142,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,65272.0,udp
36,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,37.0,0.079641,CFlHLsuwYdTB9N2Q,1001,False,conn,SF,wxs22cae,True,dns,228954571,10.192.25.182,101.0,65,0,53,129,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,48679.0,udp
37,1580000000000.0,0,ff02,33,2c,/opt/bro/spool/bro/conn.log,100.0,9e-06,CdSBrr4Hy6QFluvaj5,1001,False,conn,S0,wxs22cae,False,udp_547,228955027,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
38,1580000000000.0,0,255.255.255.255,ff,0,/opt/bro/spool/bro/conn.log,756.0,0.0005480000000000001,Cd9TsPePzh0SLoeHl,1001,False,conn,S0,wxs22cae,True,udp_5246,228955479,10.192.24.168,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61665.0,udp
39,1580000000000.0,9,139.24.203.37,0,30,/opt/bro/spool/bro/conn.log,3484.0,0.109973,CdOtSnYpksgS8DmLg,1001,False,conn,SF,wxs22cae,True,radius,228955957,10.192.24.130,2930.0,3736,0,1812,3182,9,Dd,sie866f9,2020-03-01T01,2020-03-01T01,59715.0,udp
40,1580000000000.0,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100.0,1.1e-05,CVMTrB4tvbQRl9HVx8,1001,False,conn,S0,wxs22cae,False,udp_547,228956413,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
41,1580000000000.0,0,ff02,33,f4,/opt/bro/spool/bro/conn.log,88.0,0.11136099999999999,CoXsRf66pSMbVWJ5b,1001,False,conn,S0,wxs22cae,False,dns,228956887,fe80,0.0,280,0,5355,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61836.0,udp
42,1580000000000.0,0,255.255.255.255,ff,ec,/opt/bro/spool/bro/conn.log,756.0,0.00056,C7YvnD35CcnZpCFYMi,1001,False,conn,S0,wxs22cae,True,udp_5246,228957339,10.192.24.143,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,55270.0,udp
43,1580000000000.0,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100.0,1.1e-05,CtU2Bh2b98jTyB60F9,1001,False,conn,S0,wxs22cae,False,udp_547,228957795,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
44,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,38.0,0.312701,C4fKFx4XY7GKN8ESAi,1001,False,conn,SF,wxs22cae,True,dns,228958264,10.192.25.192,258.0,66,0,53,286,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,31398.0,udp
45,1580000000000.0,0,ff02,33,70,/opt/bro/spool/bro/conn.log,202.0,1.4000000000000001e-05,CDCtEu2D1mpAPsXTik,1001,False,conn,S0,wxs22cae,False,udp_547,228958721,fe80,0.0,298,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
46,1580000000000.0,0,255.255.255.255,ff,0,/opt/bro/spool/bro/conn.log,756.0,0.000484,CILgXvrcyXoeuFLYa,1001,False,conn,S0,wxs22cae,True,udp_5246,228959173,10.192.24.176,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,62051.0,udp
47,1580000000000.0,0,255.255.255.255,ff,78,/opt/bro/spool/bro/conn.log,436.0,9e-06,CHi02M300XM2gGP2u1,1001,False,conn,S0,wxs22cae,True,udp_5246,228959625,10.192.24.140,0.0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256.0,udp
48,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000528,C4TbqK1O7E5S90o5J,1001,False,conn,S0,wxs22cae,True,udp_5246,228960077,10.192.24.178,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61598.0,udp
49,1580000000000.0,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100.0,1.2e-05,ChgVUmekBntFasZnd,1001,False,conn,S0,wxs22cae,False,udp_547,228960533,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
50,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,41.0,0.24005500000000002,CKwcYR3YAA1m6zwr6h,1001,False,conn,SF,wxs22cae,True,dns,228961000,10.192.25.97,210.0,69,0,53,238,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,1274.0,udp
51,1580000000000.0,1,129.103.84.215,0,c0,/opt/bro/spool/bro/conn.log,31.0,0.905007,CYP0qeoCfAgO4cFzg,1001,False,conn,SF,wxs22cae,True,dns,228961466,10.192.25.59,93.0,59,0,53,121,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,55128.0,udp
52,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000534,CrGM4y7D1jxYYuLA7,1001,False,conn,S0,wxs22cae,True,udp_5246,228961918,10.192.24.174,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,50100.0,udp
53,1580000000000.0,0,129.103.84.57,0,7c,/opt/bro/spool/bro/conn.log,0.0,0.0,CfyP8D4tvBHh3nbQ17,1001,False,conn,S0,wxs22cae,True,udp_53,228962312,10.192.24.93,0.0,69,0,53,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,7687.0,udp
54,1580000000000.0,0,255.255.255.255,ff,4,/opt/bro/spool/bro/conn.log,756.0,0.000583,CxYK5M3tiThKsAU9r2,1001,False,conn,S0,wxs22cae,True,udp_5246,228962764,10.192.24.167,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,49164.0,udp
55,1580000000000.0,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100.0,1.2e-05,CyTa031bPkG15HwKIl,1001,False,conn,S0,wxs22cae,False,udp_547,228963221,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
56,1580000000000.0,0,216.117.164.1,0,7c,/opt/bro/spool/bro/conn.log,0.0,0.0,CrNGSZ3cV3JZ9QuSI1,1001,False,conn,S0,wxs22cae,True,udp_123,228963618,10.192.25.192,0.0,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,49000.0,udp
57,1580000000000.0,1,129.103.84.215,0,c0,/opt/bro/spool/bro/conn.log,41.0,0.071596,CZvb5W2LLx47zGPPF9,1001,False,conn,SF,wxs22cae,True,dns,228964084,10.192.25.59,73.0,69,0,53,101,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,24126.0,udp
58,1580000000000.0,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100.0,1.2e-05,CcOnDi1v6BT9g14d14,1001,False,conn,S0,wxs22cae,False,udp_547,228964540,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
59,1580000000000.0,0,255.255.255.255,ff,4,/opt/bro/spool/bro/conn.log,756.0,0.000692,CRZpIt41W93j1X9G2f,1001,False,conn,S0,wxs22cae,True,udp_5246,228964992,10.192.24.167,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,49164.0,udp
60,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000995,CaF6X63S7b9EMCptVl,1001,False,conn,S0,wxs22cae,True,udp_5246,228965445,10.192.24.162,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,64345.0,udp
61,1580000000000.0,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100.0,1.1e-05,Cvabfi3WV2qSnj0zYi,1001,False,conn,S0,wxs22cae,False,udp_547,228965901,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
62,1580000000000.0,0,34.223.228.170,0,7c,/opt/bro/spool/bro/conn.log,0.0,0.0,CPfoM51To9xIfdcGb6,1001,False,conn,S0,wxs22cae,True,udp_123,228966299,10.192.25.102,0.0,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,43853.0,udp
63,1580000000000.0,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100.0,1.3000000000000001e-05,CqSy2m3LKm98FO0dpe,1001,False,conn,S0,wxs22cae,False,udp_547,228966755,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
64,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,29.0,0.07159700000000001,Cmfid91Y5CuOgBxk3i,1001,False,conn,SF,wxs22cae,True,dns,228967224,10.192.25.183,118.0,57,0,53,146,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,34483.0,udp
65,1580000000000.0,0,ff02,33,ec,/opt/bro/spool/bro/conn.log,100.0,1.2e-05,C48Qk83NpMXljAxuQc,1001,False,conn,S0,wxs22cae,False,udp_547,228967681,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
66,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000521,CbMJdt1EODaOFbXVug,1001,False,conn,S0,wxs22cae,True,udp_5246,228968134,10.192.24.170,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,63137.0,udp
67,1580000000000.0,0,255.255.255.255,ff,2c,/opt/bro/spool/bro/conn.log,756.0,0.000895,CwFjVX2CwDRRIy01m2,1001,False,conn,S0,wxs22cae,True,udp_5246,228968587,10.192.24.164,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61232.0,udp
68,1580000000000.0,0,ff02,33,78,/opt/bro/spool/bro/conn.log,436.0,2e-05,CM9C0I3MaZcFAdpgTi,1001,False,conn,S0,wxs22cae,False,udp_5246,228969044,fe80,0.0,532,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256.0,udp
69,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000596,CSDyXEAvqCCHTbvr5,1001,False,conn,S0,wxs22cae,True,udp_5246,228969495,10.192.24.170,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,63137.0,udp
70,1580000000000.0,0,255.255.255.255,ff,4,/opt/bro/spool/bro/conn.log,756.0,0.000556,CQdVhU2XYUdtVTHTI6,1001,False,conn,S0,wxs22cae,True,udp_5246,228969948,10.192.24.142,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,65272.0,udp
71,1580000000000.0,0,ff02,33,ec,/opt/bro/spool/bro/conn.log,100.0,1.1e-05,Cja6Bg4TlIWwjhdKX1,1001,False,conn,S0,wxs22cae,False,udp_547,228970404,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
72,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,37.0,0.0008029999999999999,CpxPvk4MNGJWl4lQXi,1001,False,conn,SF,wxs22cae,True,dns,228970870,10.192.24.93,53.0,65,0,53,81,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,16466.0,udp
73,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.000532,CJ86Eu4Z05qaCqyJBi,1001,False,conn,S0,wxs22cae,True,udp_5246,228971323,10.192.24.178,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61598.0,udp
74,1580000000000.0,0,255.255.255.255,ff,4,/opt/bro/spool/bro/conn.log,756.0,0.000515,CcLpz73tXr6Bcpjlqi,1001,False,conn,S0,wxs22cae,True,udp_5246,228971776,10.192.24.167,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,49164.0,udp
75,1580000000000.0,1,129.103.84.215,0,c0,/opt/bro/spool/bro/conn.log,40.0,0.0017649999999999999,CbG9RO2P0ypMwyol3j,1001,False,conn,SF,wxs22cae,True,dns,228972244,10.192.25.59,104.0,68,0,53,132,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,36955.0,udp
76,1580000000000.0,0,95.216.144.226,0,7c,/opt/bro/spool/bro/conn.log,0.0,0.0,Cdjw6C3DAuw7REsQp8,1001,False,conn,S0,wxs22cae,True,udp_123,228972642,10.192.25.198,0.0,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,43385.0,udp
77,1580000000000.0,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100.0,1.2e-05,Cs5zga4NFHPhyWSUNi,1001,False,conn,S0,wxs22cae,False,udp_547,228973099,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
78,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,29.0,0.071371,CpngUj1m8q8HNNm47j,1001,False,conn,SF,wxs22cae,True,dns,228973568,10.192.25.176,118.0,57,0,53,146,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,48553.0,udp
79,1580000000000.0,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756.0,0.0008640000000000001,CtDBxp1XpHKrEe6BN2,1001,False,conn,S0,wxs22cae,True,udp_5246,228974021,10.192.24.162,0.0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,64345.0,udp
80,1580000000000.0,0,255.255.255.255,ff,78,/opt/bro/spool/bro/conn.log,436.0,1e-05,CG79m71MoHiJUCxU73,1001,False,conn,S0,wxs22cae,True,udp_5246,228974472,10.192.24.140,0.0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256.0,udp
81,1580000000000.0,2,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,70.0,4.87199,CFyAyo4MTD1gQPAJF6,1001,False,conn,SF,wxs22cae,True,dns,228974940,10.192.25.92,170.0,126,0,53,226,2,Dd,sie866f9,2020-03-01T01,2020-03-01T01,34217.0,udp
82,1580000000000.0,0,255.255.255.255,ff,78,/opt/bro/spool/bro/conn.log,436.0,8e-06,CXA0eL2UL9XWxHioW5,1001,False,conn,S0,wxs22cae,True,udp_5246,228975392,10.192.24.140,0.0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256.0,udp
83,1580000000000.0,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100.0,1.1e-05,CQR3HD4KihbEVO7zK4,1001,False,conn,S0,wxs22cae,False,udp_547,228975848,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
84,1580000000000.0,0,62.201.225.9,0,7c,/opt/bro/spool/bro/conn.log,0.0,0.0,CJtPLh3dDHIT3ofgd1,1001,False,conn,S0,wxs22cae,True,udp_123,228976244,10.192.25.186,0.0,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,55914.0,udp
85,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,38.0,0.296219,CHursu13D5VZjprWEi,1001,False,conn,SF,wxs22cae,True,dns,228976713,10.192.25.183,258.0,66,0,53,286,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,29066.0,udp
86,1580000000000.0,0,10.192.24.127,ff,8,/opt/bro/spool/bro/conn.log,1600.0,21.820904000000002,C6YNbd3kP8IALStPm1,1001,True,conn,S0,wxs22cae,True,dns,228977177,10.192.24.4,0.0,2496,0,137,0,32,D,sie866f9,2020-03-01T01,2020-03-01T01,137.0,udp
87,1580000000000.0,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100.0,1.1e-05,CppD971xIXvFIraqkf,1001,False,conn,S0,wxs22cae,False,udp_547,228977633,fe80,0.0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546.0,udp
88,1580000000000.0,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,41.0,0.000811,Cyg8C6S00HizQXUZ1,1001,False,conn,SF,wxs22cae,True,dns,228978101,10.192.25.102,210.0,69,0,53,238,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,54739.0,udp
