ts,resp_pkts,id.resp_h,resp_l2_addr,orig_l2_addr,source,orig_bytes,duration,uid,LINE_ID,local_resp,cat,conn_state,host,local_orig,service,offset,id.orig_h,resp_bytes,orig_ip_bytes,missed_bytes,id.resp_p,resp_ip_bytes,orig_pkts,history,GROUP_ID,batchtime,@timestamp,id.orig_p,proto
1.58302E+12,0,ff02,33,2c,/opt/bro/spool/bro/conn.log,100,1.50E-05,Ckhok8lFvE2MBYZdi,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229095731,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,255.255.255.255,ff,78,/opt/bro/spool/bro/conn.log,436,1.00E-05,CrRxGK2oUc4siYo73b,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229096182,10.192.24.140,0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256,udp
1.58302E+12,0,ff02,33,70,/opt/bro/spool/bro/conn.log,100,1.20E-05,CoTEDz4Vx2RClVWZsj,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229096639,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.30E-05,Cz6UHa3xTfa8jIJ2bb,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229097095,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.50E-05,CB74DoUlQoxFguFji,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229097551,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.50E-05,CcTcvK1kfiNc6AIg51,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229098008,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58301E+12,0,255.255.255.255,ff,78,/opt/bro/spool/bro/conn.log,756,5.62E-04,Cm62LO1VnDsfV4F8o7,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229098461,10.192.24.179,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,55578,udp
1.58302E+12,0,255.255.255.255,ff,d4,/opt/bro/spool/bro/conn.log,756,5.99E-04,C0IBr84wazVf4s9qr7,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229098914,10.192.24.181,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,63941,udp
1.58303E+12,0,ff02,33,70,/opt/bro/spool/bro/conn.log,436,1.20E-05,C6DkVDBuovCX1kInj,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_5246,229099372,fe80,0,532,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5264,udp
1.58301E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.10E-05,CZgdm2vd3SUGBuTgc,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229099827,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58303E+12,0,80.241.0.72,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,CSgddY3THNRjkHGyNc,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_123,229100222,10.192.25.176,NaN,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,59793,udp
1.58299E+12,0,255.255.255.255,ff,70,/opt/bro/spool/bro/conn.log,436,9.00E-06,CKU3BN2gxryHMJ7ul2,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229100674,10.192.24.139,0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5264,udp
1.58301E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,35,0.001843,CBRRbD4735Nh8Xy9x4,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,229101142,10.192.25.191,99,63,0,53,127,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,26372,udp
1.58299E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,41,0.077841,C0rh0z28XNWmEoMJm1,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,229101611,10.192.25.100,210,69,0,53,238,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,16044,udp
1.58301E+12,0,255.255.255.255,ff,70,/opt/bro/spool/bro/conn.log,436,7.00E-06,CwmUOh2YyolRFkKLTi,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229102063,10.192.24.139,0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5264,udp
1.58302E+12,0,ff02,33,70,/opt/bro/spool/bro/conn.log,100,1.50E-05,CeifuY2HL41gvMJcXb,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229102520,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,ff02,33,d4,/opt/bro/spool/bro/conn.log,100,1.20E-05,CoLeHw3hTUPa2KTS4,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229102976,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58301E+12,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100,1.20E-05,C1pBlk2Ejv73kZG5E,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229103431,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58301E+12,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100,1.20E-05,CIv0ij4sU0VppoCPh3,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229103885,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100,1.20E-05,CxVp3Y2zCcOMECxzVh,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229104341,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,255.255.255.255,ff,0,/opt/bro/spool/bro/conn.log,756,6.32E-04,CNe0ri2smd01p0RJ86,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229104794,10.192.24.169,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,64622,udp
1.583E+12,0,255.255.255.255,ff,ec,/opt/bro/spool/bro/conn.log,756,5.57E-04,CNGUA71WWqM2VhVyPl,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229105245,10.192.24.143,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,55270,udp
1.58299E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.40E-05,CybyM947uMDyAjJEI,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229105701,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,ff02,33,a4,/opt/bro/spool/bro/conn.log,1520,64.037145,CmVdmJ24Wky3DomCd6,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229106162,fe80,0,2288,0,547,0,16,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,255.255.255.255,ff,70,/opt/bro/spool/bro/conn.log,756,5.62E-04,CZ3xPT13mD6lHTEsY6,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229106615,10.192.24.180,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,59586,udp
1.58301E+12,0,ff02,33,70,/opt/bro/spool/bro/conn.log,100,1.20E-05,ChY7QZ2hWvLN8vb0D5,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229107072,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,10.192.24.127,ff,4,/opt/bro/spool/bro/conn.log,402,7.00E-06,CgKT5ZuLUdikXTSDh,1001,TRUE,conn,S0,wxs22cae,TRUE,udp_138,229107518,10.192.24.115,0,458,0,138,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,138,udp
1.58301E+12,0,239.255.255.250,1,4,/opt/bro/spool/bro/conn.log,1392,3.020884,C6b7P12ZxyG51sxQS4,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_1900,228995268,10.192.24.115,0,1616,0,1900,0,8,D,sie866f9,2020-03-01T01,2020-03-01T01,65285,udp
1.583E+12,0,ff02,33,ec,/opt/bro/spool/bro/conn.log,100,1.20E-05,CXB2dJ1jX5MCGoKXx3,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228995725,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58299E+12,0,255.255.255.255,ff,70,/opt/bro/spool/bro/conn.log,756,5.63E-04,CrnWA51wMMHUhxZWlb,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228996178,10.192.24.182,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,58814,udp
1.58301E+12,0,10.192.24.127,ff,0,/opt/bro/spool/bro/conn.log,484,8.00E-06,CYUgCC2xBZNeDcgVT6,1001,TRUE,conn,S0,wxs22cae,TRUE,udp_138,228996623,10.192.24.9,0,540,0,138,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,138,udp
1.583E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,35,0.00177,ClynLc4iFDfEefsRj,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,228997089,10.192.25.191,99,63,0,53,127,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,15186,udp
1.58302E+12,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100,1.20E-05,C3NJQ73jP3pFREtl2l,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228997542,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.40E-05,CPEqD93543jmOvnyv9,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228997999,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58299E+12,0,ff02,33,ec,/opt/bro/spool/bro/conn.log,100,1.20E-05,CbvrfP3Ai3LOm9USj,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228998455,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,ff02,33,d4,/opt/bro/spool/bro/conn.log,100,1.20E-05,Cru7xk2cr2JYwe9Wff,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,228998912,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,255.255.255.255,ff,70,/opt/bro/spool/bro/conn.log,756,5.60E-04,ClFWyE3JvnDGKcyW49,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,228999364,10.192.24.183,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,58720,udp
1.583E+12,0,46.19.96.19,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,CG7F8723Mh5l1OjNtc,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_123,228999758,10.192.24.93,NaN,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,48315,udp
1.58299E+12,0,157.119.108.165,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,C1MbDN7FHg0popp23,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_123,229000156,10.192.25.183,NaN,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,38160,udp
1.583E+12,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100,9.00E-06,CzXk1bubZWFFTvUS2,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229000609,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,38,0.078298,Cy9QTY3P04n9Z0fjUj,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,229001078,10.192.25.182,102,66,0,53,130,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,22476,udp
1.58302E+12,0,255.255.255.255,ff,2c,/opt/bro/spool/bro/conn.log,756,8.89E-04,CmAhhB1J2oI77qOuR3,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229001531,10.192.24.164,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61232,udp
1.58302E+12,0,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,214,2.600429,CAG5Sy17AQkiR22awi,1001,FALSE,conn,OTH,wxs22cae,TRUE,icmp_3,229001964,10.192.25.205,0,270,0,3,0,2,NaN,sie866f9,2020-03-01T01,2020-03-01T01,3,icmp
1.58302E+12,0,255.255.255.255,ff,78,/opt/bro/spool/bro/conn.log,436,1.10E-05,CUAovd1ujf5882RNSi,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229002416,10.192.24.140,0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256,udp
1.58303E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,5.46E-04,CnYrqX2QvpZ3cJR3S2,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229002869,10.192.24.166,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,51977,udp
1.583E+12,0,ff02,33,78,/opt/bro/spool/bro/conn.log,436,2.20E-05,Ce1jvN13pIjZR2nlEd,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_5246,229003327,fe80,0,532,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5256,udp
1.583E+12,0,255.255.255.255,ff,4,/opt/bro/spool/bro/conn.log,756,6.19E-04,C8hPkNWLoPXEtewd6,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229003779,10.192.24.142,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,65272,udp
1.583E+12,0,255.255.255.255,ff,0,/opt/bro/spool/bro/conn.log,756,5.30E-04,C5Pauu1fgIfEQBE0xj,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229004231,10.192.24.168,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,61665,udp
1.583E+12,0,10.192.24.127,ff,0,/opt/bro/spool/bro/conn.log,484,8.00E-06,CeUOngzMZK9rodTA2,1001,TRUE,conn,S0,wxs22cae,TRUE,udp_138,229004675,10.192.24.9,0,540,0,138,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,138,udp
1.583E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,35,0.00188,CJDf3f30GJqljftdkj,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,229005141,10.192.25.192,99,63,0,53,127,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,1241,udp
1.583E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.20E-05,CMNdFk2J6xnyxqYb4h,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229005598,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.10E-05,Cj08IY3VOEdRo7VPL4,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229006055,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58299E+12,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100,1.20E-05,CLEIM12Sz8TEe34XAl,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229006510,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100,1.20E-05,Cl0IKw2i8sDomJMQ8e,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229006966,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,ff02,33,d4,/opt/bro/spool/bro/conn.log,100,1.10E-05,CqSaZI1XVn8Dg8mRhf,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229007423,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58301E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.20E-05,CyMajV2W1RkEiBKn6j,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229007879,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,162.159.200.123,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,C7i4K34Z3oEks5ZeV6,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_123,229008278,10.192.25.186,NaN,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,42036,udp
1.583E+12,0,129.103.84.57,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,CZipOV1gpDGJS0Xb01,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_53,229008674,10.192.25.205,NaN,69,0,53,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,57906,udp
1.58301E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.20E-05,C03n343BY6vcJc3tTi,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229009130,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100,1.00E-05,CZ0KuB4sRL7BNdYjt,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229009584,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58301E+12,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100,1.20E-05,CgSUiw4sWnqcnb7mJ,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229010039,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58299E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,5.52E-04,CQV9uh4mSCgsBhWNh,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229010491,10.192.24.173,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,50030,udp
1.58299E+12,0,255.255.255.255,ff,70,/opt/bro/spool/bro/conn.log,756,5.44E-04,Cfc9j8NQpfyZRr7pe,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229010943,10.192.24.180,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,59586,udp
1.58302E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,38,8.35E-04,CJ3XyS27JEAtrhmitl,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,229011411,10.192.25.192,177,66,0,53,205,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,29342,udp
1.583E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.30E-05,CY0BZqajlNMtxHdi1,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229011867,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100,1.20E-05,CRqxAX1i4Ol3LEe9m9,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229012323,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,4,139.24.203.31,0,c0,/opt/bro/spool/bro/conn.log,282,0.01238,C7HjVS1daSpq4VbXIb,1001,FALSE,conn,RSTR,wxs22cae,TRUE,ssl,229012800,10.192.25.59,165,602,0,443,369,6,ShADdFar,sie866f9,2020-03-01T01,2020-03-01T01,57539,tcp
1.58301E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.40E-05,Cu60sI2ZQ0URqAfRbl,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229013257,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58301E+12,0,255.255.255.255,ff,ec,/opt/bro/spool/bro/conn.log,756,5.53E-04,CHAWu845mgHBgQOpdg,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229013710,10.192.24.143,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,55270,udp
1.58301E+12,0,ff02,33,78,/opt/bro/spool/bro/conn.log,202,1.10E-05,C0UVqi4lDnRsrpvFTk,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229014166,fe80,0,298,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,10.192.24.255,ff,24,/opt/bro/spool/bro/conn.log,2562,1.84E-04,CWFAzN2jBH5pPvqWg6,1001,TRUE,conn,S0,wxs22cae,TRUE,udp_138,229014616,10.192.24.227,0,2954,0,138,0,14,D,sie866f9,2020-03-01T01,2020-03-01T01,138,udp
1.58301E+12,0,255.255.255.255,ff,f4,/opt/bro/spool/bro/conn.log,756,6.55E-04,Cqvdh316sORdRTgIu7,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229015069,10.192.24.145,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,49956,udp
1.58301E+12,0,202.28.116.236,0,7c,/opt/bro/spool/bro/conn.log,NaN,NaN,CA11wt2suiM2DHIMye,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_123,229015467,10.192.25.205,NaN,76,0,123,0,1,D,sie866f9,2020-03-01T01,2020-03-01T01,39045,udp
1.58302E+12,0,255.255.255.255,ff,ec,/opt/bro/spool/bro/conn.log,756,6.96E-04,CRWQwH2jJcsuQQgQg8,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229015920,10.192.24.141,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,55369,udp
1.58302E+12,0,255.255.255.255,ff,f4,/opt/bro/spool/bro/conn.log,756,5.58E-04,C6zzLk3T0ltw6JbYq3,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229016373,10.192.24.145,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,49956,udp
1.58302E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.20E-05,CRGeJz2431jnhpcuPd,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229016829,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58303E+12,0,255.255.255.255,ff,70,/opt/bro/spool/bro/conn.log,436,8.00E-06,CrXLhlPedKrWzwDT4,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229017280,10.192.24.139,0,492,0,5246,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,5264,udp
1.583E+12,0,255.255.255.255,ff,f4,/opt/bro/spool/bro/conn.log,756,5.54E-04,COGex9496hIy5Ynne3,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229017733,10.192.24.145,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,49956,udp
1.583E+12,0,10.192.24.127,ff,0,/opt/bro/spool/bro/conn.log,488,6.00E-06,C1I2Ct4gxjMY1wMhtk,1001,TRUE,conn,S0,wxs22cae,TRUE,udp_138,229018178,10.192.24.2,0,544,0,138,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,138,udp
1.58301E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,35,0.441773,CNftia1gOC4lGwZZR2,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,229018645,10.192.25.195,51,63,0,53,79,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,61904,udp
1.58302E+12,0,ff02,33,70,/opt/bro/spool/bro/conn.log,100,1.40E-05,CTBG4426UCKq6UChYj,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229019102,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,255.255.255.255,ff,84,/opt/bro/spool/bro/conn.log,756,6.80E-04,COfWwE4dH0UisZ8Qb7,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229019554,10.192.24.173,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,50030,udp
1.58301E+12,0,ff02,33,0,/opt/bro/spool/bro/conn.log,100,1.10E-05,Cfyhn9y6CwhgrDsv9,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229020009,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,33,7.91E-04,C98zl91nVoeDXQTYF5,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,229020476,10.192.25.192,82,61,0,53,110,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,3557,udp
1.58303E+12,0,ff02,33,84,/opt/bro/spool/bro/conn.log,100,1.70E-05,CC1br2mYc3HJD90sf,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229020932,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58303E+12,0,ff02,33,4,/opt/bro/spool/bro/conn.log,100,1.20E-05,CkaJe23Nt37zr6hOG5,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229021388,fe80,0,196,0,547,0,2,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.583E+12,0,255.255.255.255,ff,70,/opt/bro/spool/bro/conn.log,756,6.59E-04,CNW1p9qJo1nFGyjh8,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229021840,10.192.24.183,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,58720,udp
1.58301E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,41,0.07248,Cc8r9rzF4B43du7T8,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,229022307,10.192.25.102,210,69,0,53,238,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,34167,udp
1.583E+12,1,129.103.84.215,0,7c,/opt/bro/spool/bro/conn.log,33,0.071321,CQVviUTyixPo6bjQc,1001,FALSE,conn,SF,wxs22cae,TRUE,dns,229022774,10.192.25.192,82,61,0,53,110,1,Dd,sie866f9,2020-03-01T01,2020-03-01T01,54532,udp
1.58301E+12,0,ff02,33,f4,/opt/bro/spool/bro/conn.log,1190,63.041146,CmvjzFWeLTqXX1Fci,1001,FALSE,conn,S0,wxs22cae,FALSE,udp_547,229023234,fe80,0,1862,0,547,0,14,D,sie866f9,2020-03-01T01,2020-03-01T01,546,udp
1.58302E+12,0,255.255.255.255,ff,70,/opt/bro/spool/bro/conn.log,756,5.63E-04,CxctNf6pyma2n56T9,1001,FALSE,conn,S0,wxs22cae,TRUE,udp_5246,229023686,10.192.24.182,0,868,0,5246,0,4,D,sie866f9,2020-03-01T01,2020-03-01T01,58814,udp
