,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
14,NB,1583045361533,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34529,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,GISUKPJX.NET,12443587,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
15,NB,1583045361533,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34529,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,GISUKPJX.NET,12443913,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
16,NB,1583045362282,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34529,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,GISUKPJX.NET,12444239,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
17,NB,1583045362282,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34529,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,GISUKPJX.NET,12444565,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
18,NB,1583045363032,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34529,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,GISUKPJX.NET,12444891,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
19,NB,1583045363032,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34529,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,GISUKPJX.NET,12445217,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
20,NB,1583045609369,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34560,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,DOMMLW.BIZ,12445541,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
21,NB,1583045609369,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34560,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,DOMMLW.BIZ,12445865,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
22,NB,1583045610118,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34560,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,DOMMLW.BIZ,12446189,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
23,NB,1583045610118,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34560,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,DOMMLW.BIZ,12446512,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
24,NB,1583045610868,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34560,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,DOMMLW.BIZ,12446836,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
25,NB,1583045610868,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34560,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,DOMMLW.BIZ,12447160,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
26,NB,1583045373925,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34530,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,CLGZCMXB.ORG,12447486,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
27,NB,1583045373925,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34530,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,CLGZCMXB.ORG,12447812,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
28,NB,1583045374675,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34530,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,CLGZCMXB.ORG,12448138,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
29,NB,1583045374675,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34530,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,CLGZCMXB.ORG,12448463,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
30,NB,1583045375425,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34530,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,CLGZCMXB.ORG,12448789,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
31,NB,1583045375425,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34530,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,CLGZCMXB.ORG,12449115,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
32,NB,1583045543476,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34550,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,YMPGCDIP.COM,12449441,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
33,NB,1583045543476,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34550,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,YMPGCDIP.COM,12449767,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
34,NB,1583045544225,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34550,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,YMPGCDIP.COM,12450093,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
35,NB,1583045544225,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34550,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,YMPGCDIP.COM,12450419,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
36,NB,1583045544975,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34550,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,YMPGCDIP.COM,12450745,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
37,NB,1583045544975,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34550,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,YMPGCDIP.COM,12451071,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
38,NB,1583045621762,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34561,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,MTUVLHNCD.BIZ,12451398,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
39,NB,1583045621762,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34561,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,MTUVLHNCD.BIZ,12451725,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
40,NB,1583045622511,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34561,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,MTUVLHNCD.BIZ,12452052,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
41,NB,1583045622511,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34561,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,MTUVLHNCD.BIZ,12452379,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
42,NB,1583045623261,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34561,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,MTUVLHNCD.BIZ,12452706,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
43,NB,1583045623261,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34561,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,MTUVLHNCD.BIZ,12453033,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
44,NB,1583045523760,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34548,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VWBKAQEO.INFO,12453360,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
45,NB,1583045523760,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34548,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VWBKAQEO.INFO,12453687,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
46,NB,1583045524510,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34548,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VWBKAQEO.INFO,12454014,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
47,NB,1583045524510,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34548,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VWBKAQEO.INFO,12454341,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
48,NB,1583045525260,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34548,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VWBKAQEO.INFO,12454668,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
49,NB,1583045525260,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34548,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VWBKAQEO.INFO,12454995,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
50,NB,1583045572758,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34555,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VJRJELHF.NET,12455321,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
51,NB,1583045572758,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34555,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VJRJELHF.NET,12455647,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
52,NB,1583045573507,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34555,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VJRJELHF.NET,12455973,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
53,NB,1583045573507,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34555,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VJRJELHF.NET,12456299,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
54,NB,1583045574257,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34555,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VJRJELHF.NET,12456625,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
55,NB,1583045574257,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34555,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,VJRJELHF.NET,12456951,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
56,NB,1583045636404,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34563,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BTLWPCVVHC.BIZ,12457278,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
57,NB,1583045636404,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34563,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BTLWPCVVHC.BIZ,12457606,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
58,NB,1583045637153,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34563,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BTLWPCVVHC.BIZ,12457934,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
59,NB,1583045637153,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34563,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BTLWPCVVHC.BIZ,12458261,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
60,NB,1583045637903,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34563,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BTLWPCVVHC.BIZ,12458589,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
61,NB,1583045637903,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34563,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BTLWPCVVHC.BIZ,12458917,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
62,NB,1583045334498,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34525,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BWQFLDEO.ORG,12459243,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
63,NB,1583045334498,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34525,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BWQFLDEO.ORG,12459569,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
64,NB,1583045335248,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34525,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BWQFLDEO.ORG,12459895,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
65,NB,1583045335248,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34525,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BWQFLDEO.ORG,12460221,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
66,NB,1583045335998,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34525,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BWQFLDEO.ORG,12460547,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
67,NB,1583045335998,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34525,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,BWQFLDEO.ORG,12460873,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
68,NB,1583045393640,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34532,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,NHIFPOHV.ORG,12461199,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
69,NB,1583045393640,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34532,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,NHIFPOHV.ORG,12461525,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
70,NB,1583045394390,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34532,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,NHIFPOHV.ORG,12461851,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
71,NB,1583045394390,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34532,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,NHIFPOHV.ORG,12462177,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
72,NB,1583045395140,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34532,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,NHIFPOHV.ORG,12462502,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
73,NB,1583045395140,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34532,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,NHIFPOHV.ORG,12462828,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
74,NB,1583045406039,10.192.24.127,C_INTERNET,32,/opt/bro/spool/bro/dns.log,34533,CjUpv33QaoiQXBdZR6,1001,dns,wxs22cae,1,1,false,false,XSTTUQBYH.ORG,12463155,10.192.24.16,137,false,false,sie866f9,2020-03-01T06,true,2020-03-01T06,137,udp,10003,7cf213605d90448f8668baefd46371e9,wxsensor2,,,
